model,loss,perplexity,last_grad_norm_before_clipping
RNN,1.6803555969798236,5.367464285895757,1.1570806503295898
LSTM,2.3801792739728174,10.806840075434193,0.7957297563552856
GRU,2.135114407320635,8.458014110242292,0.9656163454055786
